AREA,sukasari-108001534490276450,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,kallang-410001635239842394,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,pai-408001629810961920,"Elite Rewards,Budget,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,chongqing-108001534517341087,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,pedurungan-lor-406001623322979747,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Jateng bathtub,Unique stays,tiket CLEAN"
AREA,bukit-petaling-108001534517609292,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,cu-khe-310001602361251997,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,malabar-406001623306853226,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
CITY,thanh-oai-310001602361251996,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
CITY,gironde-108001534516893516,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
REGION,comunidad-valenciana-108001534516935719,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,tanjong-pagar-110001538562433333,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,cecil-501001642731403538,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,taro-108001534490286122,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,kawasan-upm-301001579886980702,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
CITY,uskudar-108001534517143564,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
CITY,los-angeles-108001534490389821,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,ketintang-108001534490300185,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Surabaya Apartment,Unique stays,tiket CLEAN"
AREA,batu-nunggul-108001534490330480,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,d-bratan-108001534490365345,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
CITY,alpesmaritimes-108001534490434389,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,cipete-selatan-108001534490354140,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,kebon-jeruk-108001534490335374,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,gramado-108001534517166826,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,pangkalan-masyhur-207001563254909427,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,cibiru-wetan-209001569485708297,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,ubung-108001534490306734,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,dong-ngac-208001565255943620,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,abianbase-407001626216016268,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,bach-mai-108001534768440158,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,mabar-hilir-409001631924386194,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,cipulir-108001534490365965,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,jetis-212001575953107246,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Yogyakarta Villa,Unique stays,tiket CLEAN"
CITY,cau-giay-108001534517591459,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,gejayan-108001534490276464,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Yogyakarta Villa,Unique stays,tiket CLEAN"
AREA,sumbermanjing-212001575885612339,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Malang Villa,Malang Homestay,Unique stays,tiket CLEAN"
AREA,pisang-utara-108001534656242345,"Elite Rewards,Budget,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,perintis-411001638171103526,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,sembawang-hills-503001646819910758,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,taman-jasa-311001604595811288,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,kaligawe-108001534490319403,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Jateng bathtub,Unique stays,tiket CLEAN"
AREA,sindanglaya-412001638446808722,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,maricaya-303001583406147407,"Elite Rewards,Budget,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,donokerto-108001534490353575,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Yogyakarta Villa,Unique stays,tiket CLEAN"
CITY,las-palmas-108001534516923690,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,titi-papan-409001631925446379,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,quan-hoa-108001534517983414,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,ampang-jaya-108001534527693593,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,mai-dong-108001534529801299,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,northeastern-islands-411001636009533263,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,sei-rengas-i-208001566460026583,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,glodok-108001534490278705,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,taman-happy-tengah-206001560503825288,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,semper-timur-405001620298470244,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,rimini-108001534516906771,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
CITY,yannawa-108001534490362369,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,braga-108001534490314882,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,chinatown-110001539622819020,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,kampung-kuang-411001637822107469,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
CITY,hai-ba-trung-108001534517324786,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,pemucutan-108001534490288721,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,rawa-badak-selatan-405001620355990376,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,gadingkasri-108001534490290056,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Malang Villa,Malang Homestay,Unique stays,tiket CLEAN"
AREA,northumberland-212001575636426930,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,dukuh-menanggal-405001622174626513,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Surabaya Apartment,Unique stays,tiket CLEAN"
AREA,rawa-buaya-208001566471635496,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,candi-108001534490298253,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Jateng bathtub,Unique stays,tiket CLEAN"
CITY,semarang-108001534490276289,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Jateng bathtub,Unique stays,tiket CLEAN"
AREA,pekan-labuhan-409001632986720711,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
CITY,trapani-108001534516906322,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,wongaya-gede-108001534660193273,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,batungsel-112001544524110203,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,made-108001534537551580,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Surabaya Apartment,Unique stays,tiket CLEAN"
CITY,kunitachi-203001553108321503,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,minh-tri-301001579893965156,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,paropo-108001534490278173,"Elite Rewards,Budget,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,yen-so-301001579889856552,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,sempol-301001579892833778,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Malang Villa,Malang Homestay,Unique stays,tiket CLEAN"
REGION,quintana-roo-108001534490405050,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,bandungan-108001534490292838,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Jateng bathtub,Unique stays,tiket CLEAN"
AREA,lieu-giai-108001534517661733,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,ngadirgo-409001632888837277,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Jateng bathtub,Unique stays,tiket CLEAN"
AREA,sawan-108001534541490346,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,kwala-bekala-206001560509640302,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,rangkah-108001534490386980,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Surabaya Apartment,Unique stays,tiket CLEAN"
AREA,cipaganti-108001534490352896,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,thanh-xuan-bac-301001579894835026,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,kerambitan-108001534490305910,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,loloan-timur-206001560499987032,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,menur-pumpungan-108001534490327293,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Surabaya Apartment,Unique stays,tiket CLEAN"
AREA,kepanjen-108001534490368211,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Malang Villa,Malang Homestay,Unique stays,tiket CLEAN"
AREA,novena-410001634294512030,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,lette-108001534490374215,"Elite Rewards,Budget,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,pandau-hulu-ii-212001575284466042,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,mabar-306001593190640870,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,taman-bersatu-301001579891362421,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,bareng-108001534490350761,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Malang Villa,Malang Homestay,Unique stays,tiket CLEAN"
AREA,sukolilo-311001604557694952,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Surabaya Apartment,Unique stays,tiket CLEAN"
AREA,makassar-108001534490305796,"Elite Rewards,Budget,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,sudirman-central-business-district-scbd-108001534490354147,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,dajan-peken-108001534522737506,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,kebagusan-108001534490325244,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,ngampilan-108001534490288734,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Yogyakarta Villa,Unique stays,tiket CLEAN"
AREA,gombak-utara-108001534530645125,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
CITY,ba-vi-108001534543129860,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,trung-tu-206001560500918997,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,tirtosari-410001635189879800,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Yogyakarta Villa,Unique stays,tiket CLEAN"
AREA,sei-putih-tengah-108001534490358402,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
CITY,beijing-108001534516904845,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,kayu-manis-306001593169993904,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,matraman-108001534490382163,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,jati-pulo-405001620918771061,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,jayagiri-108001534490286776,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,trau-quy-412001638292837658,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,kedoya-selatan-108001534490335371,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,menanga-411001637941929149,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,belalang-108001534490291750,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,ancol-108001534490358494,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,taman-happy-utara-108001534567775208,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,ababi-108001534525046693,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
REGION,guangdong-108001534516893195,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,ped-108001534530210714,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,wajobaru-108001534490302374,"Elite Rewards,Budget,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,taman-tun-dr-ismail-selatan-108001534576465868,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,dunearn-503001646820458737,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,kelapa-gading-timur-108001534523692835,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,cihanjuangrahayu-208001566810010152,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,balongsari-301001579894241374,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Surabaya Apartment,Unique stays,tiket CLEAN"
AREA,pham-dinh-ho-108001534519716733,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,cihampelas-108001534490276965,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,dauh-waru-108001534520848079,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,jati-108001534490276651,"Super Hemat,Special Price,Elite Rewards,Weekday Deals,Luxury,Family Hotels,Business hotels,Unique stays,tiket CLEAN"
AREA,trung-hoa-108001534517824445,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,ba-trai-206001560503789834,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,bebanden-206001560508141204,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
AREA,meruya-selatan-108001534490371700,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
CITY,bangkok-yai-108001534518009705,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,purwodadi-210001570186843710,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Malang Villa,Malang Homestay,Unique stays,tiket CLEAN"
AREA,asia-afrika-203001552029122596,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,kenteng-108001534490317813,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Jateng bathtub,Unique stays,tiket CLEAN"
REGION,krasnodar-108001534516900532,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
CITY,anapskiy-rayon-108001534521114124,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,tunggulwulung-108001534490298963,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Malang Villa,Malang Homestay,Unique stays,tiket CLEAN"
AREA,kidul-dalem-108001534490300139,"Elite Rewards,Bali Nusra Jatin Longtail,Homes Hemat,Budget,Luxury,Family Hotels,Business hotels,Malang Villa,Malang Homestay,Unique stays,tiket CLEAN"
AREA,cinunuk-212001576256487152,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Bandung Villa,Unique stays,tiket CLEAN"
AREA,pulau-tidung-108001534490375712,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Luxury,Family Hotels,Business hotels,Jakarta Apartment,Jakarta Bathtub,Unique stays,tiket CLEAN"
AREA,nusukan-411001635996012156,"Super Hemat,Special Price,Elite Rewards,Homes Hemat,Weekday Deals,Luxury,Family Hotels,Business hotels,Jateng bathtub,Unique stays,tiket CLEAN"
AREA,taman-miharja-212001576666918110,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,gadungan-112001545038320399,"Elite Rewards,Bali Nusra Jatin Longtail,Budget,Luxury,Family Hotels,Business hotels,Bali - resort,Bali Villa,Unique stays,tiket CLEAN"
CITY,shibuya-108001534516914709,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
AREA,ngo-thi-nham-108001534517809491,"Elite Rewards,Luxury,Family Hotels,Business hotels,Unique stays"
